,Tanggal,Shift,Subtotal,Jumlah Transaksi,Tanggal_month,Jumlah Transaksi_1month,Subtotal_1month
369,2022-05-03,2,24570000,88,2022-04-05,90.0,10764000.0
370,2022-05-04,1,8968000,40,2022-04-06,76.0,9666000.0
371,2022-05-04,2,17880000,69,2022-04-06,76.0,9666000.0
372,2022-05-05,1,7827000,30,2022-04-07,68.0,10232000.0
373,2022-05-05,2,18650000,60,2022-04-07,68.0,10232000.0
374,2022-05-06,1,5226000,24,2022-04-08,82.0,14188000.0
375,2022-05-06,2,13552000,58,2022-04-08,82.0,14188000.0
376,2022-05-07,1,5934000,25,2022-04-09,74.0,9232000.0
377,2022-05-07,2,14246000,60,2022-04-09,74.0,9232000.0
378,2022-05-08,1,6629000,30,2022-04-10,104.0,19484000.0
379,2022-05-08,2,12499000,54,2022-04-10,104.0,19484000.0
380,2022-05-09,1,3011000,23,2022-04-11,78.0,10324000.0
381,2022-05-09,2,6726000,42,2022-04-11,78.0,10324000.0
382,2022-05-10,1,2795000,19,2022-04-12,56.0,6376000.0
383,2022-05-10,2,8064000,44,2022-04-12,56.0,6376000.0
384,2022-05-11,1,5519000,24,2022-04-13,50.0,6325000.0
385,2022-05-11,2,5917000,36,2022-04-13,50.0,6325000.0
386,2022-05-12,1,3480000,22,2022-04-14,58.0,8300000.0
387,2022-05-12,2,6356000,36,2022-04-14,58.0,8300000.0
388,2022-05-13,1,3019000,27,2022-04-15,86.0,13776000.0
389,2022-05-13,2,5389000,37,2022-04-15,86.0,13776000.0
390,2022-05-14,1,3839000,22,2022-04-16,94.0,13546000.0
391,2022-05-14,2,9195000,56,2022-04-16,94.0,13546000.0
392,2022-05-15,1,4448000,26,2022-04-17,102.0,18609000.0
393,2022-05-15,2,9589000,57,2022-04-17,102.0,18609000.0
394,2022-05-16,1,4112000,24,2022-04-18,68.0,8710000.0
395,2022-05-16,2,8752000,46,2022-04-18,68.0,8710000.0
396,2022-05-17,1,2780000,14,2022-04-19,48.0,6895000.0
397,2022-05-17,2,8543000,47,2022-04-19,48.0,6895000.0
398,2022-05-18,1,2898000,21,2022-04-20,86.0,12804000.0
399,2022-05-18,2,8194000,44,2022-04-20,86.0,12804000.0
400,2022-05-19,1,5104000,31,2022-04-21,84.0,11958000.0
401,2022-05-19,2,6667000,34,2022-04-21,84.0,11958000.0
402,2022-05-20,1,4275000,26,2022-04-22,88.0,12406000.0
403,2022-05-20,2,8038000,48,2022-04-22,88.0,12406000.0
404,2022-05-21,1,5020000,30,2022-04-23,122.0,20123000.0
405,2022-05-21,2,7581500,41,2022-04-23,122.0,20123000.0
406,2022-05-22,1,4668000,24,2022-04-24,110.0,17850000.0
407,2022-05-22,2,10112000,51,2022-04-24,110.0,17850000.0
408,2022-05-23,1,4917000,21,2022-04-25,102.0,18124000.0
409,2022-05-23,2,6065000,37,2022-04-25,102.0,18124000.0
410,2022-05-24,1,3204000,18,2022-04-26,84.0,10576000.0
411,2022-05-24,2,5434500,38,2022-04-26,84.0,10576000.0
412,2022-05-25,1,3833000,26,2022-04-27,78.0,12677000.0
413,2022-05-25,2,8740000,52,2022-04-27,78.0,12677000.0
414,2022-05-26,1,2297000,14,2022-04-28,130.0,25207000.0
415,2022-05-26,2,8824000,44,2022-04-28,130.0,25207000.0
416,2022-05-27,1,3004000,18,2022-04-29,154.0,27447000.0
417,2022-05-27,2,7942000,49,2022-04-29,154.0,27447000.0
418,2022-05-28,1,4405000,26,2022-04-30,126.0,28652000.0
419,2022-05-28,2,6765000,38,2022-04-30,126.0,28652000.0
420,2022-05-29,1,5505000,27,2022-05-01,100.0,24774000.0
421,2022-05-29,2,9038000,47,2022-05-01,100.0,24774000.0
422,2022-05-30,1,3110000,16,2022-05-02,,
423,2022-05-30,2,6749000,39,2022-05-02,,
424,2022-05-31,1,3209000,14,2022-05-03,258.0,68826000.0
425,2022-05-31,2,7106000,47,2022-05-03,258.0,68826000.0
426,2022-06-01,1,3250000,16,2022-05-04,218.0,53696000.0
427,2022-06-01,2,8375000,50,2022-05-04,218.0,53696000.0
428,2022-06-02,1,2215000,20,2022-05-05,180.0,52954000.0
429,2022-06-02,2,4576000,26,2022-05-05,180.0,52954000.0
430,2022-06-03,1,2790000,21,2022-05-06,164.0,37556000.0
431,2022-06-03,2,5143000,36,2022-05-06,164.0,37556000.0
432,2022-06-04,1,4984000,30,2022-05-07,170.0,40360000.0
433,2022-06-04,2,9421000,52,2022-05-07,170.0,40360000.0
434,2022-06-05,1,4890000,24,2022-05-08,168.0,38256000.0
435,2022-06-05,2,8018500,45,2022-05-08,168.0,38256000.0
436,2022-06-06,1,1940000,12,2022-05-09,130.0,19474000.0
437,2022-06-06,2,5013000,29,2022-05-09,130.0,19474000.0
438,2022-06-07,1,2640000,14,2022-05-10,126.0,21718000.0
439,2022-06-07,2,7206500,42,2022-05-10,126.0,21718000.0
440,2022-06-08,1,2862000,16,2022-05-11,120.0,22872000.0
441,2022-06-08,2,6356000,36,2022-05-11,120.0,22872000.0
442,2022-06-09,1,1558000,11,2022-05-12,116.0,19672000.0
443,2022-06-09,2,4567000,32,2022-05-12,116.0,19672000.0
444,2022-06-10,1,3286000,23,2022-05-13,128.0,16816000.0
445,2022-06-10,2,7269000,44,2022-05-13,128.0,16816000.0
446,2022-06-11,1,4146000,24,2022-05-14,156.0,26068000.0
447,2022-06-11,2,6244000,39,2022-05-14,156.0,26068000.0
448,2022-06-12,1,3311000,21,2022-05-15,166.0,28074000.0
449,2022-06-12,2,9880000,51,2022-05-15,166.0,28074000.0
450,2022-06-13,1,2462000,19,2022-05-16,140.0,25728000.0
451,2022-06-13,2,6137000,36,2022-05-16,140.0,25728000.0
452,2022-06-14,1,2542000,15,2022-05-17,122.0,22646000.0
453,2022-06-14,2,6639500,37,2022-05-17,122.0,22646000.0
454,2022-06-15,1,3728000,21,2022-05-18,130.0,22184000.0
455,2022-06-15,2,4981000,30,2022-05-18,130.0,22184000.0
456,2022-06-16,1,3026000,19,2022-05-19,130.0,23542000.0
457,2022-06-16,2,6642000,40,2022-05-19,130.0,23542000.0
458,2022-06-17,1,2390000,14,2022-05-20,148.0,24626000.0
459,2022-06-17,2,6988500,37,2022-05-20,148.0,24626000.0
460,2022-06-18,1,2189000,15,2022-05-21,142.0,25203000.0
461,2022-06-18,2,7632000,44,2022-05-21,142.0,25203000.0
462,2022-06-19,1,3216000,18,2022-05-22,150.0,29560000.0
463,2022-06-19,2,8105000,46,2022-05-22,150.0,29560000.0
464,2022-06-20,1,2833000,14,2022-05-23,116.0,21964000.0
465,2022-06-20,2,5345000,26,2022-05-23,116.0,21964000.0
466,2022-06-21,1,2267000,15,2022-05-24,112.0,17277000.0
467,2022-06-21,2,6912000,39,2022-05-24,112.0,17277000.0
468,2022-06-22,1,3351500,17,2022-05-25,156.0,25146000.0
469,2022-06-22,2,5563000,39,2022-05-25,156.0,25146000.0
470,2022-06-23,1,2598000,18,2022-05-26,116.0,22242000.0
471,2022-06-23,2,10744000,69,2022-05-26,116.0,22242000.0
472,2022-06-24,1,2310500,15,2022-05-27,134.0,21892000.0
473,2022-06-24,2,6883000,35,2022-05-27,134.0,21892000.0
474,2022-06-25,1,2843000,17,2022-05-28,128.0,22340000.0
475,2022-06-25,2,9485500,48,2022-05-28,128.0,22340000.0
476,2022-06-26,1,5135000,28,2022-05-29,148.0,29086000.0
477,2022-06-26,2,8830500,43,2022-05-29,148.0,29086000.0
478,2022-06-27,1,1610000,10,2022-05-30,110.0,19718000.0
479,2022-06-27,2,6152000,35,2022-05-30,110.0,19718000.0
480,2022-06-28,1,1891000,9,2022-05-31,122.0,20630000.0
481,2022-06-28,2,6862000,42,2022-05-31,122.0,20630000.0
482,2022-06-29,1,4614000,23,2022-06-01,132.0,23250000.0
483,2022-06-29,2,5915000,35,2022-06-01,132.0,23250000.0
484,2022-06-30,1,4046000,23,2022-06-02,92.0,13582000.0
485,2022-06-30,2,6580500,40,2022-06-02,92.0,13582000.0
486,2022-07-01,1,3105000,17,2022-06-03,114.0,15866000.0
487,2022-07-01,2,7909000,43,2022-06-03,114.0,15866000.0
488,2022-07-02,1,3032000,20,2022-06-04,164.0,28810000.0
489,2022-07-02,2,10254000,59,2022-06-04,164.0,28810000.0
490,2022-07-03,1,4208500,25,2022-06-05,138.0,25817000.0
491,2022-07-03,2,10581500,60,2022-06-05,138.0,25817000.0
492,2022-07-04,1,3712500,23,2022-06-06,82.0,13906000.0
493,2022-07-04,2,10056000,53,2022-06-06,82.0,13906000.0
494,2022-07-05,1,4234000,21,2022-06-07,112.0,19693000.0
495,2022-07-05,2,6051000,43,2022-06-07,112.0,19693000.0
496,2022-07-06,1,4422000,28,2022-06-08,104.0,18436000.0
497,2022-07-06,2,9510000,52,2022-06-08,104.0,18436000.0
498,2022-07-07,1,5009000,22,2022-06-09,86.0,12250000.0
499,2022-07-07,2,9935000,55,2022-06-09,86.0,12250000.0
500,2022-07-08,1,2520000,18,2022-06-10,134.0,21110000.0
501,2022-07-08,2,8036000,47,2022-06-10,134.0,21110000.0
502,2022-07-09,1,1811000,12,2022-06-11,126.0,20780000.0
503,2022-07-09,2,6419500,41,2022-06-11,126.0,20780000.0
504,2022-07-13,1,3924000,17,2022-06-15,102.0,17418000.0
505,2022-07-13,2,7710000,41,2022-06-15,102.0,17418000.0
506,2022-07-14,1,782000,6,2022-06-16,118.0,19336000.0
507,2022-07-14,2,5975000,36,2022-06-16,118.0,19336000.0
508,2022-07-15,1,2385000,14,2022-06-17,102.0,18757000.0
509,2022-07-15,2,4869000,26,2022-06-17,102.0,18757000.0
510,2022-07-16,1,2012000,9,2022-06-18,118.0,19642000.0
511,2022-07-16,2,3839000,24,2022-06-18,118.0,19642000.0
512,2022-07-17,1,3324000,20,2022-06-19,128.0,22642000.0
513,2022-07-17,2,4353000,26,2022-06-19,128.0,22642000.0
514,2022-07-18,1,1743000,9,2022-06-20,80.0,16356000.0
515,2022-07-18,2,5993000,32,2022-06-20,80.0,16356000.0
516,2022-07-19,1,3339000,16,2022-06-21,108.0,18358000.0
517,2022-07-19,2,4798000,30,2022-06-21,108.0,18358000.0
518,2022-07-20,1,1766000,8,2022-06-22,112.0,17829000.0
519,2022-07-20,2,4634000,30,2022-06-22,112.0,17829000.0
520,2022-07-21,1,1958000,10,2022-06-23,174.0,26684000.0
521,2022-07-21,2,6005000,35,2022-06-23,174.0,26684000.0
522,2022-07-22,1,2938000,15,2022-06-24,100.0,18387000.0
523,2022-07-22,2,5250000,33,2022-06-24,100.0,18387000.0
524,2022-07-23,1,2669000,11,2022-06-25,130.0,24657000.0
525,2022-07-23,2,7647000,48,2022-06-25,130.0,24657000.0
526,2022-07-24,1,2795000,14,2022-06-26,142.0,27931000.0
527,2022-07-24,2,6889000,40,2022-06-26,142.0,27931000.0
528,2022-07-25,1,3062500,18,2022-06-27,90.0,15524000.0
529,2022-07-25,2,4916500,31,2022-06-27,90.0,15524000.0
530,2022-07-26,1,2656000,15,2022-06-28,102.0,17506000.0
531,2022-07-26,2,4031000,28,2022-06-28,102.0,17506000.0
532,2022-07-27,1,1841000,10,2022-06-29,116.0,21058000.0
533,2022-07-27,2,5286000,29,2022-06-29,116.0,21058000.0
534,2022-07-28,1,2149500,14,2022-06-30,126.0,21253000.0
535,2022-07-28,2,5612500,34,2022-06-30,126.0,21253000.0
536,2022-07-29,1,2392000,15,2022-07-01,120.0,22028000.0
537,2022-07-29,2,6778000,36,2022-07-01,120.0,22028000.0
538,2022-07-30,1,2202000,10,2022-07-02,158.0,26572000.0
539,2022-07-30,2,9489000,55,2022-07-02,158.0,26572000.0
540,2022-07-31,1,3996000,23,2022-07-03,170.0,29580000.0
541,2022-07-31,2,5026000,34,2022-07-03,170.0,29580000.0
542,2022-08-01,1,2932000,23,2022-07-04,152.0,27537000.0
543,2022-08-01,2,4559000,22,2022-07-04,152.0,27537000.0
544,2022-08-02,1,1564000,11,2022-07-05,128.0,20570000.0
545,2022-08-02,2,4769000,25,2022-07-05,128.0,20570000.0
546,2022-08-03,1,2746000,16,2022-07-06,160.0,27864000.0
547,2022-08-03,2,4832500,29,2022-07-06,160.0,27864000.0
548,2022-08-04,1,2689000,12,2022-07-07,154.0,29888000.0
549,2022-08-04,2,4021000,24,2022-07-07,154.0,29888000.0
550,2022-08-05,1,1771000,12,2022-07-08,130.0,21112000.0
551,2022-08-05,2,5225000,34,2022-07-08,130.0,21112000.0
552,2022-08-06,1,4091000,18,2022-07-09,106.0,16461000.0
553,2022-08-06,2,8228000,42,2022-07-09,106.0,16461000.0
554,2022-08-07,1,3563500,22,2022-07-10,,
555,2022-08-07,2,8728000,44,2022-07-10,,
556,2022-08-08,1,1215000,10,2022-07-11,,
557,2022-08-08,2,3040000,23,2022-07-11,,
558,2022-08-09,1,2759000,18,2022-07-12,,
559,2022-08-09,2,5551500,32,2022-07-12,,
560,2022-08-10,1,4949000,27,2022-07-13,116.0,23268000.0
561,2022-08-10,2,4161000,28,2022-07-13,116.0,23268000.0
562,2022-08-11,1,4145000,20,2022-07-14,84.0,13514000.0
563,2022-08-11,2,3830000,26,2022-07-14,84.0,13514000.0
564,2022-08-12,1,1766000,13,2022-07-15,80.0,14508000.0
565,2022-08-12,2,6875000,43,2022-07-15,80.0,14508000.0
566,2022-08-13,1,3083000,17,2022-07-16,66.0,11702000.0
567,2022-08-13,2,5103500,34,2022-07-16,66.0,11702000.0
568,2022-08-14,1,1518000,9,2022-07-17,92.0,15354000.0
569,2022-08-14,2,8005000,51,2022-07-17,92.0,15354000.0
570,2022-08-15,1,2565000,17,2022-07-18,82.0,15472000.0
571,2022-08-15,2,3336500,23,2022-07-18,82.0,15472000.0
572,2022-08-16,1,1843000,17,2022-07-19,92.0,16274000.0
573,2022-08-16,2,3056000,23,2022-07-19,92.0,16274000.0
574,2022-08-17,1,2445000,13,2022-07-20,76.0,12800000.0
575,2022-08-17,2,5986500,26,2022-07-20,76.0,12800000.0
576,2022-08-18,1,3154000,19,2022-07-21,90.0,15926000.0
577,2022-08-18,2,5205500,30,2022-07-21,90.0,15926000.0
578,2022-08-19,1,2465000,16,2022-07-22,96.0,16376000.0
579,2022-08-19,2,6695500,43,2022-07-22,96.0,16376000.0
580,2022-08-20,1,2854000,17,2022-07-23,118.0,20632000.0
581,2022-08-20,2,5894000,34,2022-07-23,118.0,20632000.0
582,2022-08-21,1,5149000,24,2022-07-24,108.0,19368000.0
583,2022-08-21,2,7066000,39,2022-07-24,108.0,19368000.0
584,2022-08-22,1,1907000,14,2022-07-25,98.0,15958000.0
585,2022-08-22,2,4817000,33,2022-07-25,98.0,15958000.0
586,2022-08-23,1,3357500,20,2022-07-26,86.0,13374000.0
587,2022-08-23,2,3922000,30,2022-07-26,86.0,13374000.0
588,2022-08-24,1,2526500,15,2022-07-27,78.0,14254000.0
589,2022-08-24,2,4995000,25,2022-07-27,78.0,14254000.0
590,2022-08-25,1,2184000,12,2022-07-28,96.0,15524000.0
591,2022-08-25,2,4966000,28,2022-07-28,96.0,15524000.0
592,2022-08-26,1,2629000,16,2022-07-29,102.0,18340000.0
593,2022-08-26,2,4422000,31,2022-07-29,102.0,18340000.0
594,2022-08-27,1,2056500,14,2022-07-30,130.0,23382000.0
595,2022-08-27,2,7983500,47,2022-07-30,130.0,23382000.0
596,2022-08-28,1,3313500,19,2022-07-31,114.0,18044000.0
597,2022-08-28,2,6966000,43,2022-07-31,114.0,18044000.0
598,2022-08-29,1,3488000,15,2022-08-01,90.0,14982000.0
599,2022-08-29,2,5246000,33,2022-08-01,90.0,14982000.0
600,2022-08-30,1,1762500,14,2022-08-02,72.0,12666000.0
601,2022-08-30,2,4931500,38,2022-08-02,72.0,12666000.0
602,2022-08-31,1,2504000,15,2022-08-03,90.0,15157000.0
603,2022-08-31,2,3921000,23,2022-08-03,90.0,15157000.0
604,2022-09-01,1,2267000,15,2022-08-04,72.0,13420000.0
605,2022-09-01,2,4520000,29,2022-08-04,72.0,13420000.0
606,2022-09-02,1,3027500,18,2022-08-05,92.0,13992000.0
607,2022-09-02,2,4896000,31,2022-08-05,92.0,13992000.0
608,2022-09-03,1,3794000,21,2022-08-06,120.0,24638000.0
609,2022-09-03,2,5632500,34,2022-08-06,120.0,24638000.0
610,2022-09-04,1,3790500,22,2022-08-07,132.0,24583000.0
611,2022-09-04,2,6443000,36,2022-08-07,132.0,24583000.0
612,2022-09-05,1,1602000,10,2022-08-08,66.0,8510000.0
613,2022-09-05,2,3454000,22,2022-08-08,66.0,8510000.0
614,2022-09-06,1,2719000,14,2022-08-09,100.0,16621000.0
615,2022-09-06,2,4196000,25,2022-08-09,100.0,16621000.0
616,2022-09-07,1,3621500,23,2022-08-10,110.0,18220000.0
617,2022-09-07,2,5655000,32,2022-08-10,110.0,18220000.0
618,2022-09-08,1,2301000,16,2022-08-11,92.0,15950000.0
619,2022-09-08,2,7425000,41,2022-08-11,92.0,15950000.0
620,2022-09-09,1,3747500,20,2022-08-12,112.0,17282000.0
621,2022-09-09,2,6280000,38,2022-08-12,112.0,17282000.0
622,2022-09-10,1,2116000,14,2022-08-13,102.0,16373000.0
623,2022-09-10,2,7888500,44,2022-08-13,102.0,16373000.0
624,2022-09-11,1,2360000,14,2022-08-14,120.0,19046000.0
625,2022-09-11,2,6907000,42,2022-08-14,120.0,19046000.0
626,2022-09-12,1,1755000,11,2022-08-15,80.0,11803000.0
627,2022-09-12,2,5050500,30,2022-08-15,80.0,11803000.0
628,2022-09-13,1,3220500,16,2022-08-16,80.0,9798000.0
629,2022-09-13,2,4145500,27,2022-08-16,80.0,9798000.0
630,2022-09-14,1,1646000,12,2022-08-17,78.0,16863000.0
631,2022-09-14,2,4386000,31,2022-08-17,78.0,16863000.0
632,2022-09-15,1,2924000,12,2022-08-18,98.0,16719000.0
633,2022-09-15,2,5182500,31,2022-08-18,98.0,16719000.0
634,2022-09-16,1,2795000,21,2022-08-19,118.0,18321000.0
635,2022-09-16,2,6727000,40,2022-08-19,118.0,18321000.0
636,2022-09-17,1,3042000,19,2022-08-20,102.0,17496000.0
637,2022-09-17,2,4109000,27,2022-08-20,102.0,17496000.0
638,2022-09-18,1,2366000,13,2022-08-21,126.0,24430000.0
639,2022-09-18,2,7327000,40,2022-08-21,126.0,24430000.0
640,2022-09-19,1,2256000,15,2022-08-22,94.0,13448000.0
641,2022-09-19,2,5630000,29,2022-08-22,94.0,13448000.0
642,2022-09-20,1,3481000,15,2022-08-23,100.0,14559000.0
643,2022-09-20,2,2856000,21,2022-08-23,100.0,14559000.0
644,2022-09-21,1,1444000,13,2022-08-24,80.0,15043000.0
645,2022-09-21,2,3863500,23,2022-08-24,80.0,15043000.0
646,2022-09-22,1,2975000,16,2022-08-25,80.0,14300000.0
647,2022-09-22,2,5391000,31,2022-08-25,80.0,14300000.0
648,2022-09-23,1,3005500,19,2022-08-26,94.0,14102000.0
649,2022-09-23,2,5240000,35,2022-08-26,94.0,14102000.0
650,2022-09-24,1,2796000,18,2022-08-27,122.0,20080000.0
651,2022-09-24,2,6351000,39,2022-08-27,122.0,20080000.0
652,2022-09-25,1,4077000,18,2022-08-28,124.0,20559000.0
653,2022-09-25,2,6502000,44,2022-08-28,124.0,20559000.0
654,2022-09-26,1,3249000,14,2022-08-29,96.0,17468000.0
655,2022-09-26,2,4107000,27,2022-08-29,96.0,17468000.0
656,2022-09-27,1,3286000,20,2022-08-30,104.0,13388000.0
657,2022-09-27,2,6190000,42,2022-08-30,104.0,13388000.0
658,2022-09-28,1,3517000,18,2022-08-31,76.0,12850000.0
659,2022-09-28,2,3890000,24,2022-08-31,76.0,12850000.0
660,2022-09-29,1,3526000,19,2022-09-01,88.0,13574000.0
661,2022-09-29,2,5640500,28,2022-09-01,88.0,13574000.0
662,2022-09-30,1,2209000,15,2022-09-02,98.0,15847000.0
663,2022-09-30,2,5527000,30,2022-09-02,98.0,15847000.0
664,2022-10-01,1,2891000,15,2022-09-03,110.0,18853000.0
665,2022-10-01,2,6401000,41,2022-09-03,110.0,18853000.0
666,2022-10-02,1,3824500,24,2022-09-04,116.0,20467000.0
667,2022-10-02,2,9333000,48,2022-09-04,116.0,20467000.0
668,2022-10-03,1,2515000,15,2022-09-05,64.0,10112000.0
669,2022-10-03,2,4637000,30,2022-09-05,64.0,10112000.0
670,2022-10-04,1,4076500,21,2022-09-06,78.0,13830000.0
671,2022-10-04,2,3369500,23,2022-09-06,78.0,13830000.0
672,2022-10-05,1,4205000,13,2022-09-07,110.0,18553000.0
673,2022-10-05,2,3865000,22,2022-09-07,110.0,18553000.0
674,2022-10-06,1,4503500,25,2022-09-08,114.0,19452000.0
675,2022-10-06,2,4610500,30,2022-09-08,114.0,19452000.0
676,2022-10-07,1,3713000,21,2022-09-09,116.0,20055000.0
677,2022-10-07,2,6767000,41,2022-09-09,116.0,20055000.0
678,2022-10-08,1,3589000,24,2022-09-10,116.0,20009000.0
679,2022-10-08,2,10325000,53,2022-09-10,116.0,20009000.0
680,2022-10-09,1,3447000,19,2022-09-11,112.0,18534000.0
681,2022-10-09,2,10373500,65,2022-09-11,112.0,18534000.0
682,2022-10-10,1,3205000,16,2022-09-12,82.0,13611000.0
683,2022-10-10,2,2670500,19,2022-09-12,82.0,13611000.0
684,2022-10-11,1,2207000,15,2022-09-13,86.0,14732000.0
685,2022-10-11,2,4414000,25,2022-09-13,86.0,14732000.0
686,2022-10-12,1,3845000,17,2022-09-14,86.0,12064000.0
687,2022-10-12,2,4582250,29,2022-09-14,86.0,12064000.0
688,2022-10-13,1,3601000,17,2022-09-15,86.0,16213000.0
689,2022-10-13,2,4003000,29,2022-09-15,86.0,16213000.0
690,2022-10-14,1,4363000,26,2022-09-16,122.0,19044000.0
691,2022-10-14,2,6099000,39,2022-09-16,122.0,19044000.0
692,2022-10-15,1,4284000,24,2022-09-17,92.0,14302000.0
693,2022-10-15,2,4570000,27,2022-09-17,92.0,14302000.0
694,2022-10-16,1,4408000,23,2022-09-18,106.0,19386000.0
695,2022-10-16,2,10107000,56,2022-09-18,106.0,19386000.0
696,2022-10-17,1,2885000,17,2022-09-19,88.0,15772000.0
697,2022-10-17,2,3186000,22,2022-09-19,88.0,15772000.0
698,2022-10-18,1,3755000,15,2022-09-20,72.0,12674000.0
699,2022-10-18,2,5570250,34,2022-09-20,72.0,12674000.0
700,2022-10-19,1,3416000,20,2022-09-21,72.0,10615000.0
701,2022-10-19,2,5226000,34,2022-09-21,72.0,10615000.0
702,2022-10-20,1,2581000,15,2022-09-22,94.0,16732000.0
703,2022-10-20,2,5089500,36,2022-09-22,94.0,16732000.0
704,2022-10-21,1,4201000,25,2022-09-23,108.0,16491000.0
705,2022-10-21,2,6500000,31,2022-09-23,108.0,16491000.0
706,2022-10-22,1,4828000,31,2022-09-24,114.0,18294000.0
707,2022-10-22,2,6982500,49,2022-09-24,114.0,18294000.0
708,2022-10-23,1,5450000,16,2022-09-25,124.0,21158000.0
709,2022-10-23,2,18292000,37,2022-09-25,124.0,21158000.0
710,2022-10-24,1,9324000,24,2022-09-26,82.0,14712000.0
711,2022-10-24,2,12184000,31,2022-09-26,82.0,14712000.0
712,2022-10-25,1,8428000,23,2022-09-27,124.0,18952000.0
713,2022-10-25,2,10153000,31,2022-09-27,124.0,18952000.0
714,2022-10-26,1,4902000,17,2022-09-28,84.0,14814000.0
715,2022-10-26,2,12116000,34,2022-09-28,84.0,14814000.0
716,2022-10-27,1,3149000,11,2022-09-29,94.0,18333000.0
717,2022-10-27,2,7703000,29,2022-09-29,94.0,18333000.0
718,2022-10-28,1,8392000,22,2022-09-30,90.0,15472000.0
719,2022-10-28,2,13109000,41,2022-09-30,90.0,15472000.0
720,2022-10-29,1,5723000,19,2022-10-01,112.0,18584000.0
721,2022-10-29,2,14340000,40,2022-10-01,112.0,18584000.0
722,2022-10-30,1,5901000,39,2022-10-02,144.0,26315000.0
723,2022-10-30,2,9094250,53,2022-10-02,144.0,26315000.0
724,2022-10-31,1,2639000,19,2022-10-03,90.0,14304000.0
725,2022-10-31,2,5830500,30,2022-10-03,90.0,14304000.0
